movie_id,title,release_year,imdbId,tmdbId,imdb_rating,adult,budget,origin_country,vote_count,vote_average,origin_language,overview,tmdb_popularity_score,production_companies,production_companies_origin_country,runtime,revenue,spoken_languages,directors_info,popular,unique_producers,popular_producer
1043,Rent-a-Kid (1995),1995,114268,36357,5.4,FALSE,0,US,67,5.6,en,"Harry Habert, owner of a rental company, has an original idea—to rent baby's from a nearby orphanage to local families. He rents the Ward siblings, 2 boys and a girl, to his first customers.",0.7054,,,85,0,English,"[['Fred Gerber', '0.3075', 'Male']]",0,[],0
1044,"Paper, The (1994)",1994,110771,12280,6.7,FALSE,6000000,US,214,6.561,en,"Henry Hackett is the workaholic editor of a New York City tabloid. He loves his job, but the long hours and low pay are leading to discontent. Also, publisher Bernie White faces financial straits, and has hatchet-man Alicia Clark—Henry's nemesis—impose unpopular cutbacks.",1.3694,"Imagine Entertainment,Universal Pictures","US,US",112,48400000,English,"[['Ron Howard', '2.6461', 'Male']]",0,"['Universal Pictures', 'Imagine Entertainment']",1
1045,Fearless (1993),1993,106881,10443,7,FALSE,20000000,US,319,6.9,en,"After a terrible air disaster, survivor Max Klein emerges a changed person. Unable to connect to his former life or to wife Laura, he feels godlike and invulnerable. When psychologist Bill Perlman is unable to help Max, he has Max meet another survivor, Carla Rodrigo, who is wracked with grief and guilt since her baby died in the crash which she and Max survived.",1.6397,"Spring Creek Pictures,Warner Bros. Pictures","US,US",122,7000000,English,"[['Peter Weir', '1.1088', 'Male']]",0,"['Warner Bros. Pictures', 'Spring Creek Pictures']",1
1046,Malice (1993),1993,107497,2246,6.5,FALSE,20000000,US,473,6.262,en,"A tale about a happily married couple who would like to have children. Tracy teaches infants, Andy's a college professor. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.",2.3278,"Nelvana,Castle Rock Entertainment,New Line Cinema","CA,US,US",107,46405336,"Français,English","[['Harold Becker', '0.5238', 'Male']]",0,"['New Line Cinema', 'Nelvana', 'Castle Rock Entertainment']",1
1047,Multiplicity (1996),1996,117108,9304,6.1,FALSE,45000000,US,552,5.787,en,"Construction worker Doug Kinney finds that the pressures of his working life, combined with his duties to his wife Laura and daughter Jennifer leaves him with little time for himself. However, he is approached by geneticist Dr. Owen Leeds, who offers Doug a rather unusual solution to his problems: cloning.",1.9629,Columbia Pictures,US,117,21075014,English,"[['Harold Ramis', '1.3315', 'Male']]",0,['Columbia Pictures'],1
1048,She's the One (1996),1996,117628,11363,6,FALSE,3500000,US,256,5.463,en,"Mickey, a free-spirited New York cabbie, and Francis, a materialistic Wall Street stockbroker, are extremely competitive and confused about women as a result of their father's influence. Though they disagree about everything, they have one thing in common: Mickey's ex-fiance Heather is Francis's secret love. Though both brothers have beautiful wives, Heather triggers their longtime sibling rivalry",1.1697,"Fox Searchlight Pictures,Good Machine,Marlboro Road Gang Productions,South Fork Pictures","US,US,US,US",96,9500000,"Français,English","[['Edward Burns', '1.5101', 'Male']]",0,"['South Fork Pictures', 'Marlboro Road Gang Productions', 'Fox Searchlight Pictures', 'Good Machine']",0
1049,House Arrest (1996),1996,116571,18862,5.8,FALSE,0,US,131,5.313,en,"High-schooler Grover Beindorf and his younger sister Stacy decide that their parents, Janet and Ned, are acting childishly when they decide to divorce after 18 years of marriage, so they lock them up in the basement until they'll sort out their problems.",0.8364,"Rysher Entertainment,Metro-Goldwyn-Mayer","US,US",108,0,English,"[['Harry Winer', '0.3615', 'Male']]",0,"['Rysher Entertainment', 'Metro-Goldwyn-Mayer']",1
1050,"Ghost and Mrs. Muir, The (1947)",1947,39420,22292,7.8,FALSE,0,US,321,7.547,en,A young British widow rents a seaside cottage and soon becomes haunted by the ghost of its former owner.,1.1786,20th Century Fox,US,105,0,English,"[['Joseph L. Mankiewicz', '1.5498', 'Male']]",0,['20th Century Fox'],1
1051,"Associate, The (1996)",1996,115580,11112,6.2,FALSE,23000000,US,217,6.3,en,Laurel Ayres is a businesswoman trying to make it but unfortunately she works at a investment firm where she does all the work but all the senior investors like Frank Peterson grab all the credit. She then leaves and starts her own firm. While trying to find clients Laurel pretends that she has a male partner named Robert Cutty. And when she starts to do well all of her clients wants to meet Cutty which is difficult since he doesn't exist.,1.2117,"Interscope Communications,Universal Pictures,Hollywood Pictures","US,US,US",114,12800000,English,"[['Donald Petrie', '0.6493', 'Male']]",0,"['Universal Pictures', 'Interscope Communications', 'Hollywood Pictures']",1
1052,Dracula: Dead and Loving It (1995),1995,112896,12110,5.8,FALSE,30000000,US,1007,6.1,en,"When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Professor Van Helsing, who may be the only one able to vanquish the Count.",1.9419,"Castle Rock Entertainment,Columbia Pictures,Brooksfilms,Enigma Pictures","US,US,US,US",88,10772144,English,"[['Mel Brooks', '1.9979', 'Male']]",0,"['Enigma Pictures', 'Brooksfilms', 'Castle Rock Entertainment', 'Columbia Pictures']",1
1053,Now and Then (1995),1995,114011,9263,6.8,FALSE,12000000,US,443,6.893,en,"Waxing nostalgic about the bittersweet passage from childhood to puberty, four childhood girlfriends — Teeny, Chrissy, Samantha and Roberta — recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.",2.5292,New Line Cinema,US,100,27400000,English,"[['Lesli Linka Glatter', '0.5576', 'Female']]",0,['New Line Cinema'],1
1054,Mr. Wrong (1996),1996,117102,47475,3.8,FALSE,0,US,60,3.9,en,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",0.657,"Touchstone Pictures,Mandeville Films,Marty Katz Productions","US,US,",96,0,English,"[['Nick Castle', '0.9718', 'Male']]",0,"['Marty Katz Productions', 'Touchstone Pictures', 'Mandeville Films']",1
1055,"Simple Twist of Fate, A (1994)",1994,111194,43535,6.3,FALSE,0,US,114,6.1,en,"When Michael McCann is thrown over by the woman he loves, he becomes something of a misanthrope and a miser, spending all of his spare money on collectible gold coins. Living in the same town is an affluent family with two sons: John and Tanny. Tanny's a wild boy, whom John cannot control, and one night he breaks into McCann's house, and steals the gold and disappears, which nearly confirms McCann's distrust of mankind. But then, a mysterious young woman dies in the snow outside McCann's house, and her small daughter makes her way to McCann's house and into McCann's life and heart.",0.7281,Touchstone Pictures,US,106,0,English,"[['Gillies MacKinnon', '0.1878', 'Male']]",0,['Touchstone Pictures'],1
1057,"Pallbearer, The (1996)",1996,117283,23570,5,FALSE,8000000,US,123,4.9,en,"Aspiring architect Tom Thompson is told by mysterious Ruth Abernathy that his best friend, ""Bill,"" has taken his own life. Except that Tom has never met Bill and neither have his incredulous friends. So when Tom foolishly agrees to give the eulogy at Bill's funeral, it sets him on a collision course with Ruth -- who is revealed to be Bill's oversexed mother -- and Julie DeMarco, the longtime crush Tom hasn't seen since they were teens.",0.8785,"The Chess Club,Miramax",",US",97,5656388,English,"[['Matt Reeves', '1.373', 'Male']]",0,"['The Chess Club', 'Miramax']",1
1058,"War, The (1994)",1994,111667,19855,6.8,FALSE,0,US,206,6.7,en,The son of a Vietnam War Veteran must deal with neighborhood bullies as well as his dad's post-traumatic stress disorder while growing up in the deep south in the 1970's.,1.3543,Universal Pictures,US,126,16,English,"[['Jon Avnet', '0.4095', 'Male']]",0,['Universal Pictures'],1
1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),1996,116126,10607,6.5,FALSE,3800000,US,1373,7.031,en,"When Ashtray moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog, who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",8.4655,"Ivory Way Productions,Island Pictures",",US",89,20100000,"English,Español","[['Paris Barclay', '0.5378', 'Male']]",0,"['Ivory Way Productions', 'Island Pictures']",0
1060,"Adventures of Pinocchio, The (1996)",1996,115472,18975,5.2,FALSE,25000000,US,232,5.241,en,"One of puppet-maker Geppetto's creations comes magically to life. This puppet, Pinocchio, has one major desire and that is to become a real boy someday. In order to accomplish this goal he has to learn to act responsibly. This film shows you the adventures on which he learns valuable lessons.",1.2113,"The Kushner-Locke Company,Pangaea Holdings,Twin Continental Films,Allied Pinocchio Productions,Davis Films,Dieter Geissler Filmproduktion,Cinevox Filmproduktion,Savoy Films","US,,,,FR,DE,DE,",95,15100000,"English,Italiano","[['Steve Barron', '0.5812', 'Male']]",0,"['The Kushner-Locke Company', 'Cinevox Filmproduktion', 'Twin Continental Films', 'Dieter Geissler Filmproduktion', 'Davis Films', 'Allied Pinocchio Productions', 'Savoy Films', 'Pangaea Holdings']",0
1061,"Evening Star, The (1996)",1996,116240,30285,5.9,FALSE,0,US,68,5.9,en,"Continuing the story of Aurora Greenway in her latter years. After the death of her daughter, Aurora struggled to keep her family together, but has one grandson in jail, a rebellious granddaughter, and another grandson living just above the poverty line.",0.8978,"Paramount Pictures,Rysher Entertainment","US,US",129,12767815,English,"[['Robert Harling', '0.1835', 'Male']]",0,"['Paramount Pictures', 'Rysher Entertainment']",1
1063,"Little Princess, A (1995)",1995,113670,19101,7.6,FALSE,17000000,US,985,7.6,en,"When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self-worth.",2.5382,"Warner Bros. Pictures,Warner Bros. Family Entertainment,Baltimore Pictures,Mark Johnson Productions","US,US,US,US",97,10000000,"Français,English","[['Alfonso Cuarón', '1.6626', 'Male']]",0,"['Warner Bros. Pictures', 'Baltimore Pictures', 'Mark Johnson Productions', 'Warner Bros. Family Entertainment']",1
1064,Crossfire (1947),1947,39286,28120,7.3,FALSE,250000,US,140,6.6,en,"A man is murdered, apparently by one of a group of soldiers just out of the army. But which one? And why?",0.6273,RKO Radio Pictures,US,86,1300000,English,"[['Edward Dmytryk', '0.5621', 'Male']]",0,['RKO Radio Pictures'],0
1066,Balto (1995),1995,112453,21032,7.1,FALSE,31000000,US,2075,7.309,en,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.",3.5633,"Amblin Entertainment,Amblimation,Universal Pictures","US,,US",78,11348324,English,"[['Simon Wells', '0.5752', 'Male']]",0,"['Amblin Entertainment', 'Universal Pictures', 'Amblimation']",1
1067,Bottle Rocket (1996),1996,115734,13685,6.9,FALSE,7000000,US,1084,6.698,en,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a harebrained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",1.2955,"Gracie Films,Columbia Pictures,Boyle-Taylor Productions","US,US,US",91,1040879,"Español,English","[['Wes Anderson', '3.3505', 'Male']]",0,"['Boyle-Taylor Productions', 'Gracie Films', 'Columbia Pictures']",1
1068,"Star Maker, The (Uomo delle stelle, L') (1995)",1996,114808,37975,7.3,FALSE,0,IT,186,7.086,it,The adventures and deceptions of a photographer who travels through small villages of 1950s Sicily pretending to work for the big film studios in Rome.,0.49,Cecchi Gori Group Tiger Cinematografica,IT,113,0,Italiano,"[['Giuseppe Tornatore', '0.6405', 'Male']]",0,['Cecchi Gori Group Tiger Cinematografica'],0
1069,Amateur (1994),1994,109093,30157,6.7,FALSE,0,US,91,6.3,en,"A man wakes up in an alley, bleeding and with no memory of who he is. He stumbles into a coffee shop and is befriended by a charitable ex-nun who is failing in her attempts to write marketable pornography.",1.0776,"UGC,American Playhouse,Zenith Entertainment,True Fiction Pictures","FR,US,GB,US",105,0,English,"[['Hal Hartley', '0.741', 'Male']]",0,"['American Playhouse', 'True Fiction Pictures', 'UGC', 'Zenith Entertainment']",0
1070,Living in Oblivion (1995),1995,113677,9071,7.5,FALSE,500000,US,293,7.172,en,"Nick is the director of a low-budget indie film. He tries to keep everything together as his production is plagued with an insecure actress, a megalomaniac star, a pretentious, beret-wearing director of photography, and lousy catering.",0.8583,"JDI productions,Lemon Sky Productions",",",90,1148752,English,"[['Tom DiCillo', '0.3897', 'Male']]",0,"['JDI productions', 'Lemon Sky Productions']",0
1071,Party Girl (1995),1995,114095,36196,6.5,FALSE,150000,US,80,6.419,en,"Although Mary has little income, she still finds ways to spend her nights at clubs. After being arrested for throwing an illegal rave, she asks her aunt Judy for bail money. Judy then finds Mary a job at her library so that Mary can repay her. Initially, Mary finds the job as a clerk boring and stifling, and prefers to get to know a street food vendor whom she likes. However, Mary must refocus her life once she loses her job and apartment.",1.201,Party Productions,,94,472370,English,"[['Daisy von Scherler Mayer', '0.3458', 'Female']]",0,['Party Productions'],0
1072,"Pyromaniac's Love Story, A (1995)",1995,114210,2307,5.3,FALSE,0,US,12,4.917,en,"A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio is offered a bribe in exchange for taking the blame for the fire that destroys his workplace. Garet, the real arsonist, is apalled that someone else would try to take credit for his act of love. Before long, Sergio and Garet become entangled in a zany love-quadrangle involving Hattie and Stephanie. Written by Brian Whiting",0.4314,Hollywood Pictures,US,94,345972,English,"[['Joshua Brand', '0.4363', 'Male']]",0,['Hollywood Pictures'],1
1073,Shallow Grave (1994),1994,111149,9905,7.2,FALSE,2500000,GB,1047,6.992,en,"When David, Juliet, and Alex find their new roommate dead with a large sum of money, they agree to hide the body and keep the cash. However, this newfound fortune gradually corrodes their friendship.",1.1635,"The Glasgow Film Fund,Figment Films,PolyGram Filmed Entertainment,Film4 Productions,DNA Films","GB,GB,US,GB,GB",93,19779614,English,"[['Danny Boyle', '3.8231', 'Male']]",0,"['Figment Films', 'Film4 Productions', 'PolyGram Filmed Entertainment', 'The Glasgow Film Fund', 'DNA Films']",1
1074,Reality Bites (1994),1994,110950,2788,6.6,FALSE,11500000,US,747,6.6,en,"A small circle of friends suffering from post-collegiate blues must confront the hard truth about life, love and the pursuit of gainful employment. As they struggle to map out survival guides for the future, the Gen-X quartet soon begins to realize that reality isn't all it's cracked up to be.",1.4317,"Universal Pictures,Jersey Films","US,US",98,33351557,English,"[['Ben Stiller', '3.5789', 'Male']]",0,"['Jersey Films', 'Universal Pictures']",1
1075,"Man of No Importance, A (1994)",1994,110455,52038,6.7,FALSE,0,"IE,GB",18,6.278,en,"Alfie Byrne is a middle-aged bus conductor in Dublin in 1963. He would appear to live a life of quiet desperation: he's gay, but firmly closeted, and his sister is always trying to find him ""the right girl"". His passion is Oscar Wilde, his hobby is putting on amateur theatre productions in the local church hall. We follow him as he struggles with temptation, friendship, disapproval, and the conservative yet oddly lyrical world of Ireland in the early 1960s.",0.6175,"Majestic Films International,BBC Film,Little Bird","GB,GB,IE",99,934550,English,"[['Suri Krishnamma', '0.1669', 'Male']]",0,"['Majestic Films International', 'Little Bird', 'BBC Film']",0
1076,"Pagemaster, The (1994)",1994,110763,15139,6.2,FALSE,27000000,US,747,6.4,en,"Rich knows a lot about accidents. So much so, he is scared to do anything that might endanger him, like riding his bike, or climbing into his treehouse. While in an old library, he is mystically transported into the unknown world of books, and he has to try and get home again.",4.1181,"20th Century Fox,Turner Pictures,David Kirschner Productions","US,US,US",75,13670688,English,"[['Joe Johnston', '1.2485', 'Male'], ['Pixote Hunt', '0.247', 'Unknown']]",0,"['David Kirschner Productions', 'Turner Pictures', '20th Century Fox']",1
1077,Love and a .45 (1994),1994,110395,15477,6,FALSE,0,US,67,5.634,en,"Small-time criminal Watty Watts attempts to rob a convenience store with his drug-addict buddy, Billy Mack Black. The robbery, however, leads to murder, and soon Watty leaves Billy behind and goes on the run with his beloved girlfriend, Starlene. Heading toward Mexico, the fugitive couple gets plenty of media coverage, until there are even more people on their trail. Can Watty and Starlene make it south of the border without getting caught?",0.6686,Trimark Pictures,US,101,0,English,"[['C.M. Talkington', '0.0193', 'Unknown']]",0,['Trimark Pictures'],0
1078,Oliver & Company (1988),1988,95776,12233,6.6,FALSE,31000000,US,1606,6.717,en,"A young cat named Oliver is left alone in a kitten box, while all the other young cats have new owners. A big dog named Dodger shows him how to get food and later Oliver lives with him, his owner Fagin and Fagin's other dogs Tito, Rita, Einstein, and Francis. Fagin has one problem besides being broke he owes a nasty man named Sykes a lot of money. If he can't pay it back he's in big trouble. While Oliver runs into a little girl named Jenny who becomes his new owner which he is happy with and later Sykes sees Jenny as the key for him to get his money.",5.5094,"Walt Disney Pictures,Silver Screen Partners III,Walt Disney Feature Animation","US,US,US",74,121000000,English,"[['George Scribner', '0.158', 'Male']]",0,"['Walt Disney Pictures', 'Walt Disney Feature Animation', 'Silver Screen Partners III']",1
1079,Joe's Apartment (1996),1996,116707,11962,5.5,FALSE,13000000,US,351,5.8,en,"A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches.",1.7451,"Geffen Pictures,MTV Films,Warner Bros. Pictures","US,US,US",81,4600000,English,"[['John Payson', '0.1103', 'Male']]",0,"['Geffen Pictures', 'Warner Bros. Pictures', 'MTV Films']",1
1081,Curdled (1996),1996,115994,12241,5.9,FALSE,2300000,US,123,5.813,en,"Gabriela, a Colombian immigrant, is obsessed with understanding violent crime. The current string of murders by ""The Blue Blood Killer"" of affluent Miami socialites provides her with fodder for her scrapbook of death. She lands a job with a post-murder cleaning service and during a Blue-Blood clean-up job, discovers evidence that police have overlooked.",0.7822,"Tinderbox Films,Miramax,A Band Apart,Rolling Thunder Pictures",",US,US,",88,49620,"English,Español","[['Reb Braddock', '0.1022', 'Male']]",0,"['Rolling Thunder Pictures', 'Miramax', 'A Band Apart', 'Tinderbox Films']",1
1082,Female Perversions (1996),1997,116293,41801,5.3,FALSE,0,US,50,5,en,"Eve Stephens, a beautiful and sexy high-powered attorney, is up for appointment as a judge. But below her veneer of self-confidence lies a darker side, one in which she is driven by bizarre visions and sexual fantasies. After a series of events, including rescuing her sister Madelyn after her arrest for shoplifting, being rejected by her lover John during a surprise visit, and finally, meeting with the Governor regarding her judicial appointment, Eve comes unraveled. In a stunning and climactic conclusion, Eve is forced to confront her fears and, more importantly, herself.",1.342,"Trans Atlantic Entertainment,Kinowelt,ARD Degeto",",DE,DE",115,0,English,"[['Susan Streitfeld', '0.0338', 'Female']]",0,"['Trans Atlantic Entertainment', 'Kinowelt', 'ARD Degeto']",0
1083,Albino Alligator (1996),1997,115495,8744,6.1,FALSE,6000000,US,154,5.7,en,"While escaping from a foiled robbery attempt, three thieves find themselves surrounded by police at a New Orleans bar--only they're not the people the police are searching for.",0.6276,"Miramax,Albino Alligator Productions,Motion Picture Corporation of America,Union Générale Cinématographique","US,,US,",97,339471,English,"[['Kevin Spacey', '2.137', 'Male']]",0,"['Albino Alligator Productions', 'Motion Picture Corporation of America', 'Union Générale Cinématographique', 'Miramax']",1
1084,Anne Frank Remembered (1995),1996,112373,51352,8.1,FALSE,0,"GB,US",22,7.6,en,"Using previously unreleased archival material in addition to contemporary interviews, this Academy Award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust.",0.4425,,,117,0,"English,Deutsch","[['Jon Blair', '0.1585', 'Male']]",0,[],0
1085,Carried Away (1996),1996,115837,36447,6.3,FALSE,0,US,16,5.469,en,"Based on Jim Harrison's book, ""Farmer"". 47-year-old Joseph Svenden lives on the family farm with his dying mother and teaches at a two room schoolhouse with Rosealee, his lover and his best friend's widow. Joseph, who lacks a college degree, learns that he will lose his teaching job at the end of the year when the school district expands into his town. Meanwhile, he is seduced by 17-year-old Catherine, a new student in his class. His affair with Catherine and losing his teaching job forces Joseph to take a look at his previously dull life and to decide how he wants to live the rest of it.",1.1766,,,109,0,English,"[['Bruno Barreto', '0.4147', 'Male']]",0,[],0
1088,Double Team (1997),1997,119013,9405,4.8,FALSE,30000000,"US,HK",774,5.161,en,"A CIA agent is interned for failing to kill an international terrorist. Escaping from his island exile, he teams up with a flamboyant arms dealer and sets out to find the terrorist and rescue the agent's family. Together they're a two-man arsenal... with enough voltage to rock the free world.",2.3532,"Columbia Pictures,Mandalay Entertainment,Film Workshop,One Story Pictures","US,US,HK,",93,48138337,English,"[['Tsui Hark', '1.4203', 'Male']]",0,"['One Story Pictures', 'Mandalay Entertainment', 'Film Workshop', 'Columbia Pictures']",1
1089,Speed 2: Cruise Control (1997),1997,120179,1639,4,FALSE,160000000,US,1681,4.608,en,"A disgruntled former employee hijacks the Seabourn Legend cruise liner. Set on a fixed course, without any means of communication and at the mercy of the hijacker, it's up to the one cop on vacation, and his soon to be fiancé (hopefully) Annie, to regain control of it before it kills the passengers and causes an environmental disaster. Insurmountable and daunting tasks awaits them on their  perilous journey throughout the ship trying to fend off the hijacker and save the passengers.",2.9018,"Blue Tulip Productions,20th Century Fox","US,US",125,164508066,"English,Português","[['Jan de Bont', '0.7129', 'Male']]",0,"['Blue Tulip Productions', '20th Century Fox']",1
1090,Sliver (1993),1993,108162,867,5.1,FALSE,40000000,US,732,5.514,en,A woman moves into an apartment in Manhattan and learns that the previous tenant's life ended mysteriously after they fell from the balcony.,5.4575,"Robert Evans Company,Paramount Pictures","US,US",107,116300000,English,"[['Phillip Noyce', '0.8817', 'Male']]",0,"['Paramount Pictures', 'Robert Evans Company']",1
1091,Pete's Dragon (1977),1977,76538,11114,6.3,FALSE,10000000,US,686,6.3,en,"Pete, a young orphan, runs away to a Maine fishing town with his best friend a lovable, sometimes invisible dragon named Elliott! When they are taken in by a kind lighthouse keeper, Nora, and her father, Elliott's prank playing lands them in big trouble. Then, when crooked salesmen try to capture Elliott for their own gain, Pete must attempt a daring rescue.",2.1824,Walt Disney Productions,US,128,0,English,"[['Don Chaffey', '0.2495', 'Male']]",0,['Walt Disney Productions'],1
1092,Dear God (1996),1996,116059,38554,5.5,FALSE,0,US,61,5.5,en,"A judge gives con-man Tom Turner a choice—a jail sentence, or a year of honest work. But when he gets a job in the U.S. Post Office's dead letter office, he starts a Good Samaritan con by answering letters written to God. His seemingly virtuous work inspires his co-workers to do the same, but their good deeds are frowned upon by the postmaster general—and the cops.",0.6668,Rysher Entertainment,US,112,0,"English,Italiano","[['Garry Marshall', '0.6042', 'Male']]",0,['Rysher Entertainment'],1
1093,Live Nude Girls (1995),1996,113674,26271,5.2,FALSE,0,US,33,4.576,en,"A group of old friends at a Hens Night discuss their issues, uncertainties, fears and fantasies.",1.0094,"Spelling Entertainment,IRS Media,Republic Pictures (II)","US,,",95,0,English,"[['Julianna Lavin', '0.0239', 'Unknown']]",0,"['Spelling Entertainment', 'Republic Pictures (II)', 'IRS Media']",0
1094,"Thin Line Between Love and Hate, A (1996)",1996,117891,28121,5.6,FALSE,8000000,US,86,5.698,en,"Nightclub manager Darnell Wright is a perpetual playboy who is almost as devoted to his job as he is to the pursuit of beautiful women. After he sets his sights on the ultra-classy Brandi Web, he launches an all-out assault to win her heart. Ultimately, charm, lust and passion prevail, but Darnell learns the hard way that when you play, you pay. Brandi is much harder to get rid of than she was to get--especially when she realizes that she has a rival vying for Darnell's affection. When he finally decides to call it quits, Brandi becomes an obsessed femme fatale stalking the new love of her life.",1.1382,"Savoy Pictures,New Line Cinema,Jackson-McHenry Entertainment,You Go Boy! / Run Tell Dat Productions","US,US,US,US",108,34746109,English,"[['Martin Lawrence', '4.0149', 'Male']]",0,"['Savoy Pictures', 'New Line Cinema', 'You Go Boy! / Run Tell Dat Productions', 'Jackson-McHenry Entertainment']",1
1095,High School High (1996),1996,116531,9308,5.6,FALSE,0,US,204,5.473,en,"Richard Clark has just left the well-known Wellington Academy to teach at Marion Barry High School. Now, he will try to inspire the D-average students into making good grades and try to woo a fellow teacher.",1.0267,"TriStar Pictures,Zucker Brothers Productions","US,",86,21302121,English,"[['Hart Bochner', '1.1213', 'Male']]",0,"['Zucker Brothers Productions', 'TriStar Pictures']",1
1096,Commandments (1997),1997,115927,16399,5.5,FALSE,5000000,US,17,5.1,en,"Seth Warner has reached the end of his rope. Ever since his wife died two years earlier, his world has been in turmoil. He is despondent, his career has fallen apart, even his house has been destroyed. There seems to be nothing left for him to live for. Confused and angry after two years of suffering, he finally directs his wrath at God from the rooftop of his apartment building in New York City. In the midst of a wild thunderstorm he demands to know why he has been betrayed by the god he has believed in and honored his whole life. God's answer is to strike down Seth's dog in a bolt of lightning. Pushed beyond his limits, Seth decides to respond to his years of torment by breaking each of the biblical Ten Commandments.",0.4222,"Northern Lights Entertainment,Gramercy Pictures","US,US",88,548562,English,"[['Daniel Taplitz', '0.1377', 'Male']]",0,"['Gramercy Pictures', 'Northern Lights Entertainment']",0
1097,"Hate (Haine, La) (1995)",1996,113247,406,8.1,FALSE,2600000,FR,4217,8.086,fr,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",6.536,"Kasso Productions,La Sept Cinéma,Les Productions Lazennec,Canal+,StudioCanal","FR,FR,FR,FR,FR",98,15300000,Français,"[['Mathieu Kassovitz', '1.0446', 'Male']]",0,"['Les Productions Lazennec', 'Kasso Productions', 'Canal+', 'StudioCanal', 'La Sept Cinéma']",0
1098,Flirting With Disaster (1996),1996,116324,2074,6.7,FALSE,7000000,US,253,6.204,en,"Adopted as a child, new father Mel Colpin decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy, and an inept yet gorgeous adoption agent, Tina, he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents.",0.8087,"Miramax,Dean Silvers Productions","US,",93,14702438,English,"[['David O. Russell', '0.441', 'Male']]",0,"['Dean Silvers Productions', 'Miramax']",1
1100,What Happened Was... (1994),1994,111689,83718,7.2,FALSE,0,US,40,6.963,en,Jackie and Michael are coworkers at a large law firm. They decide to meet at Jackie's for dinner one night.,0.6388,"Good Machine,Genre Pictures","US,US",91,0,English,"[['Tom Noonan', '1.0555', 'Male']]",0,"['Good Machine', 'Genre Pictures']",0
1101,Six Degrees of Separation (1993),1993,108149,23210,6.8,FALSE,15000000,US,338,6.439,en,"The story of a young, gay, black, con artist who, posing as the son of Sidney Poitier, cunningly maneuvers his way into the lives of a white, upper-class New York family.",1.1787,"New Regency Pictures,Maiden Movies,Metro-Goldwyn-Mayer","US,,US",112,6284090,English,"[['Fred Schepisi', '0.28', 'Male']]",0,"['Maiden Movies', 'New Regency Pictures', 'Metro-Goldwyn-Mayer']",1
1103,Trust (1990),1990,103130,37291,7.4,FALSE,700000,US,147,6.786,en,"After being thrown away from home, pregnant high school dropout Maria meets Matthew, a highly educated and extremely moody electronics repairman. The two begin an unusual romance built on their sense of mutual admiration and trust.",0.8724,"True Fiction Pictures,Zenith Entertainment","US,GB",107,0,English,"[['Hal Hartley', '0.741', 'Male']]",0,"['Zenith Entertainment', 'True Fiction Pictures']",0
1105,Firestorm (1998),1998,120670,41417,4.8,FALSE,19000000,US,66,5.182,en,"Firefighter Jesse Graves has to save ornithologist Jennifer and other people caught in a forest fire, which was set up by the lawyer of convicted killer Earl Shaye, who escaped from the prison with several of his inmates posing as firefighters to recover $37,000,000 in stashed loot.",0.6657,20th Century Fox,US,89,8165212,English,"[['Dean Semler', '0.8261', 'Male']]",0,['20th Century Fox'],1
1106,"Newton Boys, The (1998)",1998,120769,42807,6.1,FALSE,27000000,US,184,6.098,en,"The four Newton brothers are a poor farmer family in the 1920s. One day, the eldest, Willis, realizes that there's no future in the fields and offers his brothers to become bank robbers. Soon, they gain notoriety and, five years later, execute the greatest train robbery in American history.",0.8258,"Detour Filmproduction,20th Century Fox","US,US",122,10452012,English,"[['Richard Linklater', '1.4083', 'Male']]",0,"['Detour Filmproduction', '20th Century Fox']",1
