gameid,title,platform,developers,publishers,genres,supported_languages,release_date
692451,F1 Manager 2024,PS4,['Frontier Developments'],['Frontier Developments'],['Management'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)', 'Turkish', 'Spanish (Mexico)']",23/07/2024
692389,The Star Named EOS,PS5,['Silver Lining Studio'],['PLAYISM'],['Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)']",23/07/2024
692281,Tomba! Special Edition,PS5,['Whoopee Camp'],['Limited Run Games'],['Platformer'],"['French', 'Spanish', 'German', 'Italian', 'Portuguese']",1/08/2024
692159,Werewolf: The Apocalypse - Purgatory,PS4,['Different Tales'],['Different Tales'],['Visual Novel'],,23/07/2024
511945,Immortus Temporus,PS5,"['Khud0', 'eastasiasoft']",['eastasiasoft'],['Puzzle'],,17/06/2022
692099,SNK VS. CAPCOM SVC CHAOS,PS4,"['Code Mystics', 'Playmore']",['SNK CORPORATION'],['Fighting'],"['Japanese', 'Spanish']",22/07/2024
692025,The 7th Guest,PS4,"['MojoTouch', 'Trilobyte Games']",['MojoTouch'],"['Puzzle', 'Adventure']",,10/07/2024
691894,Circus of TimTim,PS4,['Mascot Bro Studio'],['Dolores Entertainment'],['Survival Horror'],,26/07/2024
691866,Unicorn Break,PS5,['Smobile'],['Smobile'],['Action'],,17/06/2022
691865,Unicorn Break,PS4,['Smobile'],['Smobile'],['Action'],,17/06/2022
691782,Planet Divers,PS4,['NOSTRA GAMES'],['NOSTRA GAMES'],"[""Shoot 'em up""]",,19/07/2024
691781,Planet Divers,PS5,['NOSTRA GAMES'],['NOSTRA GAMES'],"[""Shoot 'em up""]",,19/07/2024
691762,Find The Thing,PS5,['Zakym'],['Zakym'],['Puzzle'],,20/07/2024
691761,Find The Thing,PS5,['Zakym'],['Zakym'],['Puzzle'],,20/07/2024
691759,Find The Thing,PS4,['Zakym'],['Zakym'],['Puzzle'],,20/07/2024
691758,Find The Thing,PS4,['Zakym'],['Zakym'],['Puzzle'],,20/07/2024
691757,Find The Thing,PS4,['Zakym'],['Zakym'],['Puzzle'],,20/07/2024
691749,Pixicharm - Shurikoo Sprint,PS4,['Erdem Sen'],['Erdem Sen'],"[""Shoot 'em up""]",,20/07/2024
691744,Pixicharm - Shurikoo Sprint,PS5,['Erdem Sen'],['Erdem Sen'],"[""Shoot 'em up""]",,20/07/2024
691676,Donut Plus,PS4,['Smobile'],['Smobile'],"['Action', 'Platformer']",,18/07/2024
691675,Donut Plus,PS4,['Smobile'],['Smobile'],"['Action', 'Platformer']",,18/07/2024
691655,Planet Divers,PS5,['NOSTRA GAMES'],['NOSTRA GAMES'],"[""Shoot 'em up""]",,19/07/2024
691645,Planet Divers,PS4,['NOSTRA GAMES'],['NOSTRA GAMES'],"[""Shoot 'em up""]",,19/07/2024
691644,Planet Divers,PS5,['NOSTRA GAMES'],['NOSTRA GAMES'],"[""Shoot 'em up""]",,19/07/2024
691600,Frogurai,PS5,['Nibb Games'],['Ratalaika Games'],['Platformer'],,19/07/2024
691599,Frogurai,PS4,['Nibb Games'],['Ratalaika Games'],['Platformer'],,19/07/2024
691598,Frogurai,PS5,['Nibb Games'],['Ratalaika Games'],['Platformer'],,19/07/2024
691563,Flip It,PS5,['Webnetic'],['Webnetic'],"['Puzzle', 'Platformer']",,19/07/2024
691562,Flip It,PS4,['Webnetic'],['Webnetic'],"['Puzzle', 'Platformer']",,19/07/2024
691559,NeonLore,PS5,['Playstige Interactive'],['Playstige Interactive'],['Adventure'],,19/07/2024
691558,NeonLore,PS5,['Playstige Interactive'],['Playstige Interactive'],['Adventure'],,19/07/2024
691557,Jigsaw Finale,PS5,['Playstige Interactive'],['Playstige Interactive'],['Puzzle'],,26/07/2024
691548,2048 Boys,PS4,['NOSTRA GAMES'],['NOSTRA GAMES'],['Puzzle'],,17/07/2024
691545,2048 Boys,PS4,['NOSTRA GAMES'],['NOSTRA GAMES'],['Puzzle'],,17/07/2024
691533,2048 Boys,PS4,['NOSTRA GAMES'],['NOSTRA GAMES'],['Puzzle'],,17/07/2024
691491,Wild Island Quest,PS4,['NLB project'],['NLB project'],['Visual Novel'],,19/07/2024
691490,CONSCRIPT,PS4,['Catchweight Studio'],['Team17 Software'],['Survival Horror'],"['Japanese', 'French', 'Spanish', 'German', 'Russian', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)', 'Turkish', 'Spanish (Mexico)']",23/07/2024
691401,Sushi Plus,PS5,['Smobile'],['Smobile'],"['Action', 'Platformer']",,17/06/2024
691121,2048 Boys,PS5,['NOSTRA GAMES'],['NOSTRA GAMES'],['Puzzle'],,17/07/2024
691089,2048 Boys,PS4,['NOSTRA GAMES'],['NOSTRA GAMES'],['Puzzle'],,17/07/2024
691071,Zoo Park Story,PS4,['Kairosoft'],['Kairosoft'],"['Simulation', 'Management']","['Japanese', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)']",18/07/2024
691032,Arcade Archives FOOTBALL CHAMP,PS4,['Taito'],['HAMSTER Corporation'],"['Sports', 'Football']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Spanish (Mexico)', 'French (Canada)']",18/07/2024
690885,ExoCross,PS4,['Orontes Games'],['iRacing.com Motorsport Simulations'],"['Automobile', 'Simulation Racing']","['French', 'Spanish', 'German', 'Italian']",23/07/2024
690877,PPA Pickleball Tour 2025,PS5,['FarSight Studios'],['FarSight Studios'],['Sports'],,17/07/2024
518706,Stray,PS4,['Bluetwelve'],['Annapurna Interactive'],['Action-Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)', 'Turkish', 'Spanish (Mexico)']",19/07/2022
690824,Master Detective Archives: RAIN CODE Plus,PS5,['Spike Chunsoft'],['Spike Chunsoft'],['Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Chinese (traditional)', 'Chinese (simplified)']",1/10/2024
690726,Asphalt Legends Unite,PS5,['Gameloft'],['Gameloft'],"['Free to Play', 'Racing']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Portuguese (Brazil)', 'Turkish', 'Thai', 'Indonesian']",17/07/2024
690711,Golf Vs Zombies,PS4,['Sleepwalking Potatoes'],['Untold Tales'],"['Sports', 'Golf']","['Spanish', 'German', 'Russian', 'Spanish (Mexico)']",26/07/2024
690683,Flintlock: The Siege of Dawn,PS5,['A44 Games'],['Kepler Interactive'],"['Open World', 'Action-RPG', 'Role Playing']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",18/07/2024
690611,Ratchet & Clank: Size Matters,PS4,['High Impact Games'],['Sony Interactive Entertainment'],"['Third Person Shooter', 'Platformer']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish', 'Portuguese (Brazil)', 'Turkish', 'Spanish (Mexico)', 'Arabic', 'French (Canada)', 'Czech', 'Hungarian', 'Greek', 'Romanian', 'Thai', 'Vietnamese', 'Indonesian']",16/07/2024
511944,Immortus Temporus,PS5,"['Khud0', 'eastasiasoft']",['eastasiasoft'],['Puzzle'],,17/06/2022
690404,CORN GUARD,PS4,['Xeneder Team'],['Xeneder Team'],"[""Shoot 'em up""]",,15/07/2024
690402,CORN GUARD,PS5,['Xeneder Team'],['Xeneder Team'],"[""Shoot 'em up""]",,15/07/2024
690400,CORN GUARD,PS5,['Xeneder Team'],['Xeneder Team'],"[""Shoot 'em up""]",,15/07/2024
690348,CORN GUARD,PS5,['Xeneder Team'],['Xeneder Team'],"[""Shoot 'em up""]",,15/07/2024
690343,Donut Plus,PS5,['Smobile'],['Smobile'],"['Action', 'Platformer']",,18/07/2024
690337,CORN GUARD,PS4,['Xeneder Team'],['Xeneder Team'],"[""Shoot 'em up""]",,15/07/2024
690331,CORN GUARD,PS5,['Xeneder Team'],['Xeneder Team'],"[""Shoot 'em up""]",,15/07/2024
690321,AeonX,PS5,['Smobile'],['Smobile'],"[""Shoot 'em up""]",,3/07/2024
690319,AeonX,PS4,['Smobile'],['Smobile'],"[""Shoot 'em up""]",,3/07/2024
690254,Flight Simulator Delivery: Cargo Business,PS4,['404 Games'],['404 Games'],"['Simulation', 'Aerial']",,11/07/2024
690216,Cubic Riders,PS5,['NOSTRA GAMES'],['NOSTRA GAMES'],['Arcade Racing'],,13/07/2024
690215,Cubic Riders,PS5,['NOSTRA GAMES'],['NOSTRA GAMES'],['Arcade Racing'],,13/07/2024
690214,Cubic Riders,PS4,['NOSTRA GAMES'],['NOSTRA GAMES'],['Arcade Racing'],,13/07/2024
690208,Silverwood Bay: An Eleanor Grey Mystery,PS5,['Boomzap'],['Ocean Media'],"['Adventure', 'Point & Click']",,15/07/2024
690205,Cubic Riders,PS5,['NOSTRA GAMES'],['NOSTRA GAMES'],['Arcade Racing'],,13/07/2024
690186,Mute Crimson DX,PS5,['Iced Lizard Games'],['Iced Lizard Games'],['Platformer'],,16/08/2024
690178,Elemental Cube,PS5,['Kanuni Games'],['Kanuni Games'],['Puzzle'],,4/07/2024
690177,Cyberpunk Parkour Uprising,PS4,['SimulaMaker'],['IndieGames3000'],['Platformer'],,24/06/2024
690176,Anime Girls Basketball League,PS4,['MagicProStudio'],['SimulaMaker'],"['Sports', 'Basketball']",,12/07/2024
690175,Anime Girls MMA Tournament,PS4,['SimulaMaker'],['SimulaMaker'],"['Fighting', 'Sports', 'Mixed Martial Arts']",,12/07/2024
690095,Cola Riders,PS5,['NOSTRA GAMES'],['NOSTRA GAMES'],['Action'],,12/07/2024
690093,Cola Riders,PS5,['NOSTRA GAMES'],['NOSTRA GAMES'],['Action'],,12/07/2024
690088,Dogs And Paws,PS5,['Zakym'],['Zakym'],['Puzzle'],,13/07/2024
690086,Dogs And Paws,PS5,['Zakym'],['Zakym'],['Puzzle'],,13/07/2024
690085,Dogs And Paws,PS5,['Zakym'],['Zakym'],['Puzzle'],,13/07/2024
690083,Dogs And Paws,PS4,['Zakym'],['Zakym'],['Puzzle'],,13/07/2024
690082,Dogs And Paws,PS4,['Zakym'],['Zakym'],['Puzzle'],,13/07/2024
690081,Dogs And Paws,PS4,['Zakym'],['Zakym'],['Puzzle'],,13/07/2024
690053,Mirrored Souls,PS4,['The Bricks Studio'],['Flux Games'],"['Puzzle', 'Platformer']",['Portuguese (Brazil)'],23/08/2023
690052,Mirrored Souls,PS4,['The Bricks Studio'],['Flux Games'],"['Puzzle', 'Platformer']",['Portuguese (Brazil)'],23/08/2023
689984,Cola Riders,PS4,['NOSTRA GAMES'],['NOSTRA GAMES'],['Action'],,12/07/2024
689924,Thief Simulator 2,PS5,['CookieDev'],['Ultimate Games'],['Simulation'],,12/07/2024
689876,The Boys Escape,PS4,['NOSTRA GAMES'],['NOSTRA GAMES'],['Action'],,11/07/2024
689870,The Boys Escape,PS4,['NOSTRA GAMES'],['NOSTRA GAMES'],['Action'],,11/07/2024
689845,Platform Twister,PS5,['ThiGames'],['ThiGames'],['Action'],,12/07/2024
689831,Platform Twister,PS5,['ThiGames'],['ThiGames'],['Action'],,12/07/2024
689830,Platform Twister,PS5,['ThiGames'],['ThiGames'],['Action'],,12/07/2024
689802,Sword & Fairy Inn 2,PS5,['SOFTSTAR Entertainment'],['eastasiasoft'],"['Role Playing', 'Management']","['Japanese', 'Chinese (traditional)', 'Chinese (simplified)']",30/07/2024
689799,Sword & Fairy Inn 2,PS5,['SOFTSTAR Entertainment'],['eastasiasoft'],"['Role Playing', 'Management']","['Japanese', 'Chinese (traditional)', 'Chinese (simplified)']",30/07/2024
689797,No Umbrellas Allowed,PS4,['Hoochoo Game Studios'],['Digerati'],['Simulation'],['Korean'],12/07/2024
689788,Biostorm,PS4,['Gaming Dev'],['Gaming Dev'],['Third Person Shooter'],,12/07/2024
689786,Learn to Play Vol. 4 - Happy Racer,PS4,['eastasiasoft'],['eastasiasoft'],['Action'],,19/07/2024
689785,Sword & Fairy Inn 2,PS4,['SOFTSTAR Entertainment'],['eastasiasoft'],"['Role Playing', 'Management']","['Japanese', 'Chinese (traditional)', 'Chinese (simplified)']",30/07/2024
689781,Lakeview Cabin Collection,PS4,['Roope Tamminen'],['Puppet Combo'],['Adventure'],"['Japanese', 'French', 'Spanish', 'Portuguese', 'Russian']",25/07/2024
689747,Rainbow Ascend: Anime Girls Go Up,PS4,['BurleaGamesStudio'],['IndieGames3000'],['Platformer'],,5/07/2024
689698,The Boys Escape,PS4,['NOSTRA GAMES'],['NOSTRA GAMES'],['Action'],,11/07/2024
689665,Box Smash,PS4,['Webnetic'],['Webnetic'],['Puzzle'],,5/07/2024
689664,Box Smash,PS5,['Webnetic'],['Webnetic'],['Puzzle'],,5/07/2024
689662,Box Smash,PS5,['Webnetic'],['Webnetic'],['Puzzle'],,5/07/2024
491094,Saint Patrick's Day Break 2 Head to Head,PS5,['Smobile'],['Smobile'],['Action'],,11/03/2022
689466,Maze of Portals,PS4,['ThiGames'],['ThiGames'],['Action'],,26/07/2024
689445,Truck Sim 2024,PS4,['CHETRUSCA SOFTWORKS'],['IndieGames3000'],['Simulation'],,5/04/2024
689416,Arcade Archives TINKLE PIT,PS4,['Bandai Namco Entertainment'],['HAMSTER Corporation'],['Action'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Spanish (Mexico)', 'French (Canada)']",11/07/2024
689401,Deadlink,PS5,['Gruby Entertainment'],['Crunching Koalas'],['First Person Shooter'],"['Japanese', 'French', 'Spanish', 'German', 'Russian', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)', 'Turkish']",30/07/2024
689339,Anomaly Pools,PS4,['Playstige Interactive'],['Playstige Interactive'],"['Puzzle', 'Survival Horror']",,12/07/2024
689306,RPM - Road Punk Mayhem,PS5,"['Panda Indie Studio', 'eastasiasoft']",['eastasiasoft'],"[""Shoot 'em up""]",,17/07/2024
689304,RPM - Road Punk Mayhem,PS4,"['Panda Indie Studio', 'eastasiasoft']",['eastasiasoft'],"[""Shoot 'em up""]",,17/07/2024
689303,RPM - Road Punk Mayhem,PS4,"['Panda Indie Studio', 'eastasiasoft']",['eastasiasoft'],"[""Shoot 'em up""]",,17/07/2024
689243,Perfect Ninja Painter,PS5,['SilenGames'],['SilenGames'],['Puzzle'],,8/07/2024
689179,Luxor Evolved,PS4,['Olde Skuul'],['Accelerate Games'],['Puzzle'],"['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Swedish']",27/06/2024
689155,Nerd Survivors,PS4,['Heartbit Interactive'],['Heartbit Interactive'],['Roguelite'],"['French', 'Spanish', 'German', 'Italian', 'Portuguese', 'Russian', 'Chinese (simplified)', 'Portuguese (Brazil)']",9/07/2024
689062,Lifeless Moon,PS5,['Stage 2 Studios'],['Serenity Forge'],['Adventure'],"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Portuguese (Brazil)']",9/07/2024
689009,Sneaky Rat,PS5,['Cronostase'],['Penguin Pop Games'],['Puzzle'],,2/07/2024
689008,Sneaky Rat,PS4,['Cronostase'],['Penguin Pop Games'],['Puzzle'],,2/07/2024
689001,Luxor Evolved,PS4,['Olde Skuul'],['Accelerate Games'],['Puzzle'],"['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Swedish']",27/06/2024
688940,Spin Rhythm XD,PS5,['Super Spin Digital'],['Super Spin Digital'],['Music & Rhythm'],"['Japanese', 'French', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Portuguese (Brazil)']",9/07/2024
688921,The Street 10 VR,PS5,['RandomSpin Games'],['RandomSpin Games'],['Puzzle'],,6/07/2024
688879,Faster than Bolt,PS4,['Super PowerUp Games'],"['Super PowerUp Games', 'Starsign']","['Arcade Racing', 'Sports']",,26/07/2024
688867,Backrooms Brotherhood,PS5,['RandomSpin Games'],['RandomSpin Games'],['Survival Horror'],,3/07/2024
688865,Summer Games Beach Volley,PS5,['Pix Arts'],['Pix Arts'],"['Volleyball', 'Sports']",,5/07/2024
688766,Volgarr the Viking 2,PS5,['Crazy Viking Studios'],['Digital Eclipse'],['Platformer'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Chinese (traditional)', 'Chinese (simplified)']",6/08/2024
688604,No Brakez,PS5,['PixelPanda'],['Phoenix Reborn Games'],"['Automobile', 'Vehicular Combat']",,10/07/2024
688572,Zaggy Car,PS4,['Zakym'],['Zakym'],['Action'],,6/07/2024
688571,Zaggy Car,PS4,['Zakym'],['Zakym'],['Action'],,6/07/2024
688569,Zaggy Car,PS4,['Zakym'],['Zakym'],['Action'],,6/07/2024
688568,Zaggy Car,PS5,['Zakym'],['Zakym'],['Action'],,6/07/2024
688566,Zaggy Car,PS5,['Zakym'],['Zakym'],['Action'],,6/07/2024
688565,Zaggy Car,PS5,['Zakym'],['Zakym'],['Action'],,6/07/2024
688559,The Mortuary Assistant,PS4,['DarkStone Digital'],['Epic Pictures'],['Adventure'],"['Japanese', 'French', 'German', 'Italian', 'Korean', 'Chinese (simplified)', 'Portuguese (Brazil)', 'Turkish', 'Spanish (Mexico)']",2/08/2024
688525,APPLESNATCH!,PS4,['Xeneder Team'],['Xeneder Team'],['Action'],,6/07/2024
688523,Deathwish Enforcers,PS5,['Monster Bath Games'],['Limited Run Games'],['Run & Gun'],,28/05/2024
688508,APPLESNATCH!,PS4,['Xeneder Team'],['Xeneder Team'],['Action'],,6/07/2024
688506,APPLESNATCH!,PS4,['Xeneder Team'],['Xeneder Team'],['Action'],,6/07/2024
688498,Cyber Citizen Shockman Zero,PS5,"['Masaya', 'Shinyuden']",['Ratalaika Games'],['Platformer'],,5/07/2024
688497,Cyber Citizen Shockman Zero,PS4,"['Masaya', 'Shinyuden']",['Ratalaika Games'],['Platformer'],,5/07/2024
688494,Nocturnal Visitors,PS4,['Miguel H. Death'],['Ratalaika Games'],"['Adventure', 'Visual Novel']",,28/06/2024
688493,Nocturnal Visitors,PS5,['Miguel H. Death'],['Ratalaika Games'],"['Adventure', 'Visual Novel']",,28/06/2024
688484,Summer Games Beach Volley,PS4,['Pix Arts'],['Pix Arts'],"['Volleyball', 'Sports']",,5/07/2024
688457,Mother's Day Journey,PS4,['Erik Games'],['Erik Games'],['Puzzle'],"['Japanese', 'Korean']",5/07/2024
688418,APPLESNATCH!,PS5,['Xeneder Team'],['Xeneder Team'],['Action'],,6/07/2024
688381,Box Smash,PS4,['Webnetic'],['Webnetic'],['Puzzle'],,5/07/2024
688380,Box Smash,PS4,['Webnetic'],['Webnetic'],['Puzzle'],,5/07/2024
688379,Box Smash,PS5,['Webnetic'],['Webnetic'],['Puzzle'],,5/07/2024
688267,Sky Climb,PS5,['VRMonkey'],['VRMonkey'],['Platformer'],,10/07/2024
688259,The Legend of Heroes: Trails through Daybreak,PS4,['Nihon Falcom'],['NIS America'],"['Role Playing', 'Turn Based']",,5/07/2024
688257,The Legend of Heroes: Trails through Daybreak,PS5,['Nihon Falcom'],['nis america'],"['Role Playing', 'Turn Based']",,5/07/2024
688194,Gori: Cuddly Carnage,PS5,['Angry Demon Studio'],"['Wired Productions', 'H2 Interactive']","['Action-Adventure', 'Sports', 'Skateboarding']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",27/08/2024
688109,Zenless Zone Zero,PS5,['miHoYo'],['miHoYo'],['Free to Play'],"['Japanese', 'French', 'German', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Portuguese (Brazil)', 'Thai', 'Vietnamese', 'Indonesian']",4/07/2024
688094,Overdrive Blaster,PS5,['Xeneder Team'],['Xeneder Team'],"[""Shoot 'em up""]",,5/07/2024
688093,Overdrive Blaster,PS5,['Xeneder Team'],['Xeneder Team'],"[""Shoot 'em up""]",,5/07/2024
688092,Overdrive Blaster,PS4,['Xeneder Team'],['Xeneder Team'],"[""Shoot 'em up""]",,5/07/2024
688090,Overdrive Blaster,PS4,['Xeneder Team'],['Xeneder Team'],"[""Shoot 'em up""]",,5/07/2024
688089,Overdrive Blaster,PS4,['Xeneder Team'],['Xeneder Team'],"[""Shoot 'em up""]",,5/07/2024
687971,Arcade Archives NINJA EMAKI,PS4,['Nichibutsu'],['HAMSTER Corporation'],"[""Shoot 'em up""]","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Spanish (Mexico)', 'French (Canada)']",4/07/2024
518466,MADiSON,PS5,['BLOODIOUS GAMES'],['Perp Games'],['Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Portuguese', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Turkish', 'Arabic', 'Romanian', 'Thai']",8/07/2022
687817,True Colours - A Date With Deception,PS5,"['Borealis', 'eastasiasoft']",['eastasiasoft'],['Visual Novel'],,10/07/2024
687816,True Colours - A Date With Deception,PS4,"['Borealis', 'eastasiasoft']",['eastasiasoft'],['Visual Novel'],,10/07/2024
687757,No Brakez,PS4,['PixelPanda'],['Phoenix Reborn Games'],"['Automobile', 'Vehicular Combat']",,10/07/2024
687748,No Brakez,PS4,['PixelPanda'],['Phoenix Reborn Games'],"['Automobile', 'Vehicular Combat']",,10/07/2024
687746,No Brakez,PS5,['PixelPanda'],['Phoenix Reborn Games'],"['Automobile', 'Vehicular Combat']",,10/07/2024
687744,CONSCRIPT,PS5,['Catchweight Studio'],['Team17 Digital Ltd'],['Survival Horror'],"['Japanese', 'French', 'Spanish', 'German', 'Russian', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)', 'Turkish']",23/07/2024
687542,Bum Simulator,PS4,['Ragged Games'],['PlayWay'],['Simulation'],,24/06/2024
687449,Darkest Dungeon II,PS4,['Red Hook Studios'],['Red Hook Studios'],"['Role Playing', 'Turn Based']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)', 'Spanish (Mexico)']",15/07/2024
687432,AeonX,PS4,['Smobile'],['Smobile'],"[""Shoot 'em up""]",,3/07/2024
687384,Knights And Guns,PS5,['Baltoro Games'],['Baltoro Games'],['Run & Gun'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (traditional)', 'Polish']",28/06/2024
687206,PAKU PAKU,PS4,"['Xitilon', 'ABA Games']",['Xitilon'],['Action'],,2/07/2024
687205,PAKU PAKU,PS4,"['Xitilon', 'ABA Games']",['Xitilon'],['Action'],,2/07/2024
687203,PAKU PAKU,PS4,"['Xitilon', 'ABA Games']",['Xitilon'],['Action'],,2/07/2024
687178,Cubic Riders,PS5,['NOSTRA GAMES'],['NOSTRA GAMES'],['Arcade Racing'],,13/07/2024
687119,The First Descendant,PS5,['NEXON Korea'],['NEXON'],"['Free to Play', 'shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2/07/2024
686941,Runnero,PS4,['Zakym'],['Zakym'],['Action'],,29/06/2024
686940,Runnero,PS4,['Zakym'],['Zakym'],['Action'],,29/06/2024
686937,Runnero,PS5,['Zakym'],['Zakym'],['Action'],,29/06/2024
686936,Runnero,PS5,['Zakym'],['Zakym'],['Action'],,29/06/2024
686935,Runnero,PS5,['Zakym'],['Zakym'],['Action'],,29/06/2024
686865,Planet Divers,PS5,['NOSTRA GAMES'],['NOSTRA GAMES'],"[""Shoot 'em up""]",,19/07/2024
686852,Racing Bros Mafias Revenge,PS5,['4 Gladiators'],['4 Gladiators'],"['Automobile', 'Arcade Racing']",,8/07/2024
686829,Air Sea Modern Conflict,PS4,['Pix Arts'],['Pix Arts'],"['Naval', 'Aerial', 'Vehicular Combat']",,28/06/2024
686816,34 Sports Games - World Edition,PS5,['BreakFirst Games'],['Maximum Entertainment'],"['Sports', 'Collection']",,28/06/2024
686780,Maze of Portals,PS4,['ThiGames'],['ThiGames'],['Action'],,26/07/2024
686747,Blazing Strike,PS4,['RareBreed Makes Games'],"['Aksys Games', 'Soft Source']",['Fighting'],['Japanese'],17/10/2024
686726,Offroad Masters: Motocross Races,PS5,['Revulo Games'],['Revulo Games'],"['Automobile', 'Arcade Racing']",,5/07/2024
686644,Gigantosaurus: Dino Sports,PS4,['Infinigon'],['Outright Games'],['Party'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish', 'Portuguese (Brazil)', 'Spanish (Mexico)', 'Arabic']",28/06/2024
686643,Gigantosaurus: Dino Sports,PS5,['Infinigon'],['Outright Games'],['Party'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish', 'Portuguese (Brazil)', 'Arabic']",28/06/2024
686452,Evotinction,PS5,['Spikewave Games'],['Perp Games'],"['Stealth', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Chinese (traditional)', 'Chinese (simplified)']",13/09/2024
686448,Evotinction,PS5,['Spikewave Games'],['Perp Games'],"['Stealth', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Chinese (traditional)', 'Chinese (simplified)']",13/09/2024
686295,No Umbrellas Allowed,PS5,['Hoochoo Game Studios'],['Digerati'],['Simulation'],['Korean'],12/07/2024
686293,Oddworld: Abe's Exoddus,PS5,['Oddworld Inhabitants'],['Oddworld Inhabitants'],"['Puzzle', 'Platformer']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish', 'Portuguese (Brazil)', 'Turkish', 'Arabic', 'French (Canada)', 'Czech', 'Hungarian', 'Greek', 'Romanian', 'Thai', 'Vietnamese', 'Indonesian']",20/12/2022
686219,Snake Seeker,PS5,['Aristo Studio'],['Aristo Studio'],['Action'],,26/06/2024
686218,Exhausted Man,PS5,['Candleman Games'],['Beijing Jiao Dian Chuang Yi Digital Technology'],['Action'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)', 'Turkish']",25/07/2024
686205,SCHiM,PS4,"['Ewoud van der Werf', 'Nils Slijkerman']","['Extra Nice', 'iam8bit', 'PLAYISM']",['Platformer'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Portuguese', 'Russian', 'Korean', 'Chinese (traditional)', 'Chinese (simplified)', 'Finnish', 'Swedish', 'Danish', 'Norway', 'Polish', 'Portuguese (Brazil)', 'Turkish', 'Spanish (Mexico)', 'Arabic', 'Czech', 'Hungarian', 'Greek', 'Romanian', 'Thai', 'Vietnamese', 'Indonesian']",18/07/2024
